"n","org_trans","stemm","tokens1","tokens2","tokens3","tokens4","tokens5"
1,"trainee","traine","traine",NA,NA,NA,NA
2,"accounting trainee","account traine","account","traine",NA,NA,NA
1,"intern","intern","intern",NA,NA,NA,NA
1,"intern","intern","intern",NA,NA,NA,NA
2,"stage manager","stage manag","stage","manag",NA,NA,NA
2,"station manager","station manag","station","manag",NA,NA,NA
1,"statistician","statistician","statistician",NA,NA,NA,NA
1,"statistics","statist","statist",NA,NA,NA,NA
1,"steward","steward","steward",NA,NA,NA,NA
1,"stewardess","stewardess","stewardess",NA,NA,NA,NA
1,"stna","stna","stna",NA,NA,NA,NA
2,"stock associate","stock associ","stock","associ",NA,NA,NA
2,"stock clerk","stock clerk","stock","clerk",NA,NA,NA
2,"stock controller","stock control","stock","control",NA,NA,NA
2,"stock manager","stock manag","stock","manag",NA,NA,NA
1,"store","store","store",NA,NA,NA,NA
2,"storage administrator","storag administr","storag","administr",NA,NA,NA
2,"store associate","store associ","store","associ",NA,NA,NA
2,"store clerk","store clerk","store","clerk",NA,NA,NA
2,"store director","store director","store","director",NA,NA,NA
2,"store incharge","store incharg","store","incharg",NA,NA,NA
1,"storekeeper","storekeep","storekeep",NA,NA,NA,NA
2,"store management","store manag","store","manag",NA,NA,NA
2,"store manager","store manag","store","manag",NA,NA,NA
2,"store supervisor","store supervisor","store","supervisor",NA,NA,NA
1,"storekeeper","storekeep","storekeep",NA,NA,NA,NA
1,"storeman","storeman","storeman",NA,NA,NA,NA
3,"strategic account manager","strateg account manag","strateg","account","manag",NA,NA
2,"strategic planner","strateg planner","strateg","planner",NA,NA,NA
2,"strategy consultant","strategi consult","strategi","consult",NA,NA,NA
2,"strategy manager","strategi manag","strategi","manag",NA,NA,NA
2,"stress engineer","stress engin","stress","engin",NA,NA,NA
2,"structural designer","structur design","structur","design",NA,NA,NA
2,"structural engineer","structur engin","structur","engin",NA,NA,NA
1,"student","student","student",NA,NA,NA,NA
2,"student ambassador","student ambassador","student","ambassador",NA,NA,NA
2,"student assistant","student assist","student","assist",NA,NA,NA
2,"student caller","student caller","student","caller",NA,NA,NA
2,"student consultant","student consult","student","consult",NA,NA,NA
2,"student employee","student employe","student","employe",NA,NA,NA
2,"student engineer","student engin","student","engin",NA,NA,NA
2,"student intern","student intern","student","intern",NA,NA,NA
2,"student internship","student internship","student","internship",NA,NA,NA
2,"student job","student job","student","job",NA,NA,NA
2,"student manager","student manag","student","manag",NA,NA,NA
2,"student mentor","student mentor","student","mentor",NA,NA,NA
2,"student nurse","student nurs","student","nurs",NA,NA,NA
3,"student physical therapist","student physic therapist","student","physic","therapist",NA,NA
2,"student representative","student repres","student","repres",NA,NA,NA
3,"student research assistant","student research assist","student","research","assist",NA,NA
2,"student researcher","student research","student","research",NA,NA,NA
2,"student supervisor","student supervisor","student","supervisor",NA,NA,NA
2,"student teacher","student teacher","student","teacher",NA,NA,NA
2,"student volunteer","student volunt","student","volunt",NA,NA,NA
2,"student worker","student worker","student","worker",NA,NA,NA
1,"student","student","student",NA,NA,NA,NA
2,"student assistant","student assist","student","assist",NA,NA,NA
2,"student assistant","student assist","student","assist",NA,NA,NA
2,"student employee","student employe","student","employe",NA,NA,NA
2,"studio assistant","studio assist","studio","assist",NA,NA,NA
2,"studio manager","studio manag","studio","manag",NA,NA,NA
1,"stylist","stylist","stylist",NA,NA,NA,NA
1,"director","director","director",NA,NA,NA,NA
1,"editor","editor","editor",NA,NA,NA,NA
1,"editor","editor","editor",NA,NA,NA,NA
2,"assistant manager","assist manag","assist","manag",NA,NA,NA
1,"subcontractor","subcontractor","subcontractor",NA,NA,NA,NA
2,"assistant manager","assist manag","assist","manag",NA,NA,NA
3,"subject matter expert","subject matter expert","subject","matter","expert",NA,NA
3,"substance abuse counselor","substanc abus counselor","substanc","abus","counselor",NA,NA
2,"substitute teacher","substitut teacher","substitut","teacher",NA,NA,NA
2,"summer analyst","summer analyst","summer","analyst",NA,NA,NA
2,"summer associate","summer associ","summer","associ",NA,NA,NA
3,"summer camp counselor","summer camp counselor","summer","camp","counselor",NA,NA
2,"summer intern","summer intern","summer","intern",NA,NA,NA
2,"summer internship","summer internship","summer","internship",NA,NA,NA
3,"summer law clerk","summer law clerk","summer","law","clerk",NA,NA
3,"summer research intern","summer research intern","summer","research","intern",NA,NA
3,"summer research student","summer research student","summer","research","student",NA,NA
2,"summer student","summer student","summer","student",NA,NA,NA
2,"summer trainee","summer traine","summer","traine",NA,NA,NA
1,"superintendent","superintend","superintend",NA,NA,NA,NA
1,"supervisor","supervisor","supervisor",NA,NA,NA,NA
1,"supervisor","supervisor","supervisor",NA,NA,NA,NA
1,"supervisor","supervisor","supervisor",NA,NA,NA,NA
2,"administrative supervisor","administr supervisor","administr","supervisor",NA,NA,NA
2,"business supervisor","busi supervisor","busi","supervisor",NA,NA,NA
2,"maintenance supervisor","mainten supervisor","mainten","supervisor",NA,NA,NA
2,"work supervisor","work supervisor","work","supervisor",NA,NA,NA
2,"operations supervisor","oper supervisor","oper","supervisor",NA,NA,NA
2,"operations supervisor","oper supervisor","oper","supervisor",NA,NA,NA
2,"production supervisor","product supervisor","product","supervisor",NA,NA,NA
2,"production supervisor","product supervisor","product","supervisor",NA,NA,NA
2,"production supervisor","product supervisor","product","supervisor",NA,NA,NA
2,"sales manager","sale manag","sale","manag",NA,NA,NA
2,"sales manager","sale manag","sale","manag",NA,NA,NA
2,"technical supervisor","technic supervisor","technic","supervisor",NA,NA,NA
1,"supervisor","supervisor","supervisor",NA,NA,NA,NA
2,"technical support","technic support","technic","support",NA,NA,NA
3,"supplier quality engineer","supplier qualiti engin","supplier","qualiti","engin",NA,NA
2,"supply chain","suppli chain","suppli","chain",NA,NA,NA
3,"supply chain analyst","suppli chain analyst","suppli","chain","analyst",NA,NA
3,"supply chain consultant","suppli chain consult","suppli","chain","consult",NA,NA
3,"supply chain coordinator","suppli chain coordin","suppli","chain","coordin",NA,NA
3,"supply chain intern","suppli chain intern","suppli","chain","intern",NA,NA
3,"supply chain manager","suppli chain manag","suppli","chain","manag",NA,NA
2,"supply teacher","suppli teacher","suppli","teacher",NA,NA,NA
1,"support","support","support",NA,NA,NA,NA
2,"support analyst","support analyst","support","analyst",NA,NA,NA
2,"support assistant","support assist","support","assist",NA,NA,NA
2,"support engineer","support engin","support","engin",NA,NA,NA
2,"support manager","support manag","support","manag",NA,NA,NA
2,"support specialist","support specialist","support","specialist",NA,NA,NA
2,"support staff","support staff","support","staff",NA,NA,NA
2,"support technician","support technician","support","technician",NA,NA,NA
2,"support worker","support worker","support","worker",NA,NA,NA
1,"surgeon","surgeon","surgeon",NA,NA,NA,NA
2,"surgical technologist","surgic technologist","surgic","technologist",NA,NA,NA
2,"survey technician","survey technician","survey","technician",NA,NA,NA
1,"surveyor","surveyor","surveyor",NA,NA,NA,NA
1,"svp","svp","svp",NA,NA,NA,NA
1,"software","softwar","softwar",NA,NA,NA,NA
2,"software engineer","softwar engin","softwar","engin",NA,NA,NA
2,"swim coach","swim coach","swim","coach",NA,NA,NA
2,"swim instructor","swim instructor","swim","instructor",NA,NA,NA
1,"nurse","nurs","nurs",NA,NA,NA,NA
1,"nurse","nurs","nurs",NA,NA,NA,NA
2,"system specialist","system specialist","system","specialist",NA,NA,NA
2,"system admin","system admin","system","admin",NA,NA,NA
2,"system administrator","system administr","system","administr",NA,NA,NA
2,"system analyst","system analyst","system","analyst",NA,NA,NA
4,"system and network administrator","system and network administr","system","network","administr",NA,NA
2,"system architect","system architect","system","architect",NA,NA,NA
2,"system developer","system develop","system","develop",NA,NA,NA
2,"system engineer","system engin","system","engin",NA,NA,NA
2,"systems manager","system manag","system","manag",NA,NA,NA
2,"system programs","system program","system","program",NA,NA,NA
2,"system specialist","system specialist","system","specialist",NA,NA,NA
2,"systems administrator","system administr","system","administr",NA,NA,NA
2,"systems analyst","system analyst","system","analyst",NA,NA,NA
2,"systems consultant","system consult","system","consult",NA,NA,NA
2,"system developer","system develop","system","develop",NA,NA,NA
2,"system engineer","system engin","system","engin",NA,NA,NA
2,"systems manager","system manag","system","manag",NA,NA,NA
2,"system programs","system program","system","program",NA,NA,NA
2,"talent acquisition","talent acquisit","talent","acquisit",NA,NA,NA
3,"talent acquisition specialist","talent acquisit specialist","talent","acquisit","specialist",NA,NA
2,"dental assistant","dental assist","dental","assist",NA,NA,NA
2,"tattoo artist","tattoo artist","tattoo","artist",NA,NA,NA
2,"tax accountant","tax account","tax","account",NA,NA,NA
2,"tax advisor","tax advisor","tax","advisor",NA,NA,NA
2,"tax analyst","tax analyst","tax","analyst",NA,NA,NA
2,"tax associate","tax associ","tax","associ",NA,NA,NA
2,"tax consultant","tax consult","tax","consult",NA,NA,NA
2,"tax director","tax director","tax","director",NA,NA,NA
2,"tax intern","tax intern","tax","intern",NA,NA,NA
2,"tax manager","tax manag","tax","manag",NA,NA,NA
2,"tax preparer","tax prepar","tax","prepar",NA,NA,NA
2,"tax professional","tax profession","tax","profession",NA,NA,NA
2,"tax senior","tax senior","tax","senior",NA,NA,NA
2,"tax specialist","tax specialist","tax","specialist",NA,NA,NA
2,"tax staff","tax staff","tax","staff",NA,NA,NA
1,"teacher","teacher","teacher",NA,NA,NA,NA
2,"teacher help","teacher help","teacher","help",NA,NA,NA
2,"teacher assistant","teacher assist","teacher","assist",NA,NA,NA
2,"teacher help","teacher help","teacher","help",NA,NA,NA
3,"teacher and coach","teacher and coach","teacher","coach",NA,NA,NA
2,"teacher assistant","teacher assist","teacher","assist",NA,NA,NA
3,"teacher of english","teacher of english","teacher","english",NA,NA,NA
3,"teacher of mathematics","teacher of mathemat","teacher","mathemat",NA,NA,NA
2,"teacher assistant","teacher assist","teacher","assist",NA,NA,NA
1,"teaching","teach","teach",NA,NA,NA,NA
2,"teaching assistant","teach assist","teach","assist",NA,NA,NA
2,"teaching fellow","teach fellow","teach","fellow",NA,NA,NA
2,"team assistant","team assist","team","assist",NA,NA,NA
2,"team captain","team captain","team","captain",NA,NA,NA
2,"team coordinator","team coordin","team","coordin",NA,NA,NA
2,"team leader","team leader","team","leader",NA,NA,NA
2,"team leader","team leader","team","leader",NA,NA,NA
2,"team manager","team manag","team","manag",NA,NA,NA
2,"team member","team member","team","member",NA,NA,NA
2,"team leader","team leader","team","leader",NA,NA,NA
2,"team leader","team leader","team","leader",NA,NA,NA
2,"team leader","team leader","team","leader",NA,NA,NA
1,"tech","tech","tech",NA,NA,NA,NA
2,"tech lead","tech lead","tech","lead",NA,NA,NA
2,"tech support","tech support","tech","support",NA,NA,NA
1,"technical","technic","technic",NA,NA,NA,NA
3,"technical account manager","technic account manag","technic","account","manag",NA,NA
2,"technical advisor","technic advisor","technic","advisor",NA,NA,NA
2,"technical analyst","technic analyst","technic","analyst",NA,NA,NA
2,"technical architect","technic architect","technic","architect",NA,NA,NA
2,"technical assistant","technic assist","technic","assist",NA,NA,NA
2,"technical associate","technic associ","technic","associ",NA,NA,NA
2,"technical consultant","technic consult","technic","consult",NA,NA,NA
2,"technical coordinator","technic coordin","technic","coordin",NA,NA,NA
2,"technical designer","technic design","technic","design",NA,NA,NA
2,"technical director","technic director","technic","director",NA,NA,NA
2,"technical engineer","technic engin","technic","engin",NA,NA,NA
2,"technical executive","technic execut","technic","execut",NA,NA,NA
2,"technical expert","technic expert","technic","expert",NA,NA,NA
