"","str","to","n"
"4042","sql server dba","sql server dba",3
"3481","squad leader","squad leader",2
"2728","sr consultant","hr consultant",2
"3061","sr engineer","rf engineer",2
"3062","sr financial analyst","sr. financial analyst",3
"2207","sr manager","sr. manager",2
"3482","sr project manager","sr. project manager",3
"1232","sr software engineer","sr. software engineer",3
"1943","sr. account executive","sr. account executive",3
"2208","sr. account manager","sr. account manager",3
"1443","sr. accountant","sr. accountant",2
"3483","sr. administrative assistant","sr. administrative assistant",3
"4755","sr. analyst","sr. analyst",2
"4043","sr. art director","sr. art director",3
"4379","sr. associate","sr. associate",2
"1786","sr. business analyst","sr. business analyst",3
"1483","sr. consultant","hr consultant",2
"3484","sr. design engineer","sr. design engineer",3
"4044","sr. electrical engineer","sr. electrical engineer",3
"1233","sr. engineer","rf engineer",2
"2025","sr. executive","sr. executive",2
"1715","sr. financial analyst","sr. financial analyst",3
"4380","sr. loan officer","sr. loan officer",3
"1161","sr. manager","sr. manager",2
"4045","sr. manufacturing engineer","sr. manufacturing engineer",3
"4381","sr. mechanical engineer","sr. mechanical engineer",3
"2729","sr. network engineer","sr. network engineer",3
"2894","sr. product manager","sr. project manager",3
"2579","sr. program manager","sr. program manager",3
"1944","sr. project engineer","sr. project engineer",3
"825","sr. project manager","sr. project manager",3
"3264","sr. software developer","sr. software developer",3
"558","sr. software engineer","sr. software engineer",3
"3265","sr. systems engineer","sr. systems engineer",3
"2317","sr. vice president","sr. vice president",3
"2895","sr.engineer","rf engineer",2
"4756","sr.executive","sr. executive",2
"3749","sr.manager","sr. manager",2
"4757","ss","ss",1
"1861","sse","to",1
"3063","staf","staff",1
"305","staff","staff",1
"149","staff accountant","staff accountant",2
"1716","staff assistant","staff assistant",2
"2209","staff attorney","staff attorney",2
"2454","staff auditor","staff auditor",2
"750","staff engineer","staff engineer",2
"2580","staff member","staff member",2
"339","staff nurse","staff nurse",2
"1444","staff pharmacist","staff pharmacist",2
"2581","staff photographer","staff photographer",2
"1945","staff registered nurse","staff registered nurse",3
"2455","staff reporter","staff reporter",2
"986","staff rn","staff rn",2
"3485","staff scientist","staff scientist",2
"2896","staff sergeant","staff sergeant",2
"3486","staff software engineer","staff software engineer",3
"908","staff writer","staff writer",2
"3064","staffing consultant","staffing consultant",2
"1946","staffing coordinator","staffing coordinator",2
"1787","staffing manager","staffing manager",2
"4046","staffing specialist","staffing specialist",2
"4758","stagaire","trainee",1
"322","stage","stage",1
"3750","stage director","stage director",2
"2897","stage étudiant","student internship",2
"2898","stage manager","stage manager",2
"4759","stagehand","stagehand",1
"487","stagiair","trainee",1
"81","stagiaire","trainee",1
"4382","stagiaire comptable","accounting trainee",2
"841","stagista","intern",1
"842","stajyer","intern",1
"4047","state manager","stage manager",2
"1788","station manager","station manager",2
"1484","statistician","statistician",1
"1717","stay at home mom","stay at home mom",4
"2026","steward","steward",1
"4048","stewardess","stewardess",1
"2899","stna","stna",1
"3487","stock associate","stock associate",2
"3488","stock clerk","stock clerk",2
"1662","stock controller","stock controller",2
"3266","stock manager","stock manager",2
"1789","stocker","store",1
"4760","storage administrator","storage administrator",2
"2900","store associate","store associate",2
"3065","store clerk","store clerk",2
"3489","store director","store director",2
"3066","store incharge","store incharge",2
"4761","store keeper","storekeeper",1
"4762","store management","store management",2
"41","store manager","store manager",2
"3067","store supervisor","store supervisor",2
"2210","storekeeper","storekeeper",1
"3267","storeman","storeman",1
"1304","strategic account manager","strategic account manager",3
"2318","strategic planner","strategic planner",2
"3751","strategy consultant","strategy consultant",2
"4049","strategy manager","strategy manager",2
"4383","stress engineer","stress engineer",2
"4050","structural designer","structural designer",2
"565","structural engineer","structural engineer",2
"18","student","student",1
"611","student ambassador","student ambassador",2
"245","student assistant","student assistant",2
"4384","student caller","student caller",2
"3268","student consultant","student consultant",2
"2901","student employee","student employee",2
"4385","student engineer","student engineer",2
"534","student intern","student intern",2
"1601","student internship","student internship",2
"4386","student job","student job",2
"4051","student manager","student manager",2
"2730","student mentor","student mentor",2
"1790","student nurse","student nurse",2
"1862","student physical therapist","student physical therapist",3
"3752","student representative","student representative",2
"2027","student research assistant","student research assistant",3
"751","student researcher","student researcher",2
"3490","student supervisor","student supervisor",2
"700","student teacher","student teacher",2
"1397","student volunteer","student volunteer",2
"553","student worker","student worker",2
"2902","studente","student",1
"1543","studentermedhjælper","student assistant",2
